State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Total Population of Village,Number of Govt. primary Schools ,Number of Govt.  Secondary Schools,Total SC/ST population of village
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309859,Bidisoil,1103,1,1,1080
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309860,Krishnapur,1071,1,0,3
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309861,Patair,1132,2,1,756
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309862,Pirojpur,231,0,0,231
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309863,Anantakota,1354,11,0,267
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309864,Bajitpur,701,1,0,0
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309865,Beltair,951,1,0,57
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309866,Minapara,551,1,0,131
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309867,Ratibati,945,1,0,934
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309868,Bhatura,638,1,0,302
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309869,Kashiya,793,1,0,124
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309870,Goalpara,793,1,0,0
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309871,Sekhpur,718,1,1,56
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309872,Kismatshimla,902,1,0,241
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309873,Ramnathpara,855,1,0,35
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309874,Samaspur,2297,1,0,309
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309875,Raghugaon,1298,3,1,571
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309876,Dehuchi,1087,2,0,660
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309877,Mahajambari,1391,1,0,1134
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309878,Kasimpur,4188,1,0,1488
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309879,Sonabanda,1098,1,0,291
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309880,Hemtabad,3810,3,1,508
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309881,Kantor,2671,1,0,110
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309882,Arazi Kasimpur,1872,0,0,22
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309883,Ranhatta,1530,1,0,433
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309884,Simla,565,1,0,504
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309885,Kakarsing,3136,1,0,1337
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309886,Harinarayanpur,1544,1,0,975
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309887,Mahipur,1421,1,0,667
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309888,Dudhanda,1983,1,1,916
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309889,Arazi Dudhanda,238,1,0,238
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309890,Agapur,600,1,0,29
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309891,Balaigaon,2173,2,0,65
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309892,Giashil,1282,1,0,886
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309893,Baribari,2553,0,0,891
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309894,Ghugormal,48,1,0,48
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309895,Dhoarai,2178,1,0,1311
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309896,Nahusara,890,1,0,150
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309897,Majdiha,603,1,0,4
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309898,Islampur,3563,2,0,801
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309899,Nurpur,2716,1,1,941
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309900,Bhatsia,1859,1,0,988
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309901,Dadhikotbari,2507,1,1,505
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309902,Dakshin Krishnapur,739,1,0,525
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309903,Bangalbari,379,1,1,304
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309904,Jagubati,199,1,0,193
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309905,Dakshin Kotagaon,1037,1,0,360
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309906,Kamalpur,828,1,0,634
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309907,Binagram,568,1,0,500
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309908,Teghara,159,1,0,8
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309909,Itahar,159,0,0,0
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309910,Durllabhpur,493,1,0,174
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309911,Balufara,1177,1,0,55
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309912,Shasan,4559,2,1,422
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309913,Gutin,2674,2,0,748
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309914,Tilia,365,1,0,162
19,West Bengal,330,Uttar Dinajpur,2197,Hemtabad,309915,Atkara,1218,1,0,545
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309916,Uttar Mirzapur,624,1,0,617
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309917,Nischintapur,324,0,0,227
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309918,Sadipur,865,1,0,689
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309919,Uttar Durgapur,389,0,0,379
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309920,Kathandari,655,1,0,655
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309921,Bhurkutpara,362,0,0,319
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309922,Mitrabati,621,1,0,466
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309923,Uttar Gouripur,669,1,0,662
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309924,Mohanpur,133,1,0,119
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309925,Purgram,1668,1,1,1493
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309926,Pachakandar,1076,1,0,1075
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309927,Mudafat,988,1,0,944
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309928,Buridangi,681,1,0,541
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309929,Batasan,480,0,0,360
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309930,Jarang,1250,1,0,1087
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309931,Shakrpur,403,0,0,307
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309932,Uttar Lakshmipur,1144,1,0,845
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309933,Karaipur,278,0,0,170
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309934,Bharkul,319,0,0,286
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309935,Bhelai,1294,1,1,826
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309936,Anantapur,1976,1,0,1310
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309937,Dasai,1480,1,0,1462
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309938,Mahinagar,2655,1,0,1633
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309939,Shursa,1447,1,0,1365
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309940,Gopalpur,659,1,0,657
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309941,Daulatbati,621,1,0,592
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309942,Lakshmipur,1729,1,0,1048
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309943,Hazratpur,827,1,0,333
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309944,Raghabpur Bara,208,0,0,191
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309945,Lohatara,1594,2,0,924
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309946,Dalimgaon,3173,1,1,2113
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309947,Chak Lakshmi,223,1,0,223
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309948,Uttar Kachna,617,0,0,617
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309949,Balas,1771,1,0,1701
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309950,Manoharpur,751,1,0,751
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309951,Jugipukur,367,0,0,363
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309952,Saharullapur,710,1,0,702
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309953,Pandabbil,193,0,0,191
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309954,Dhondarpail,466,1,0,459
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309955,Madhya Gouripur,925,1,0,912
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309956,Pandara,524,1,0,328
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309957,Ramkrishnapur,830,1,0,587
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309958,Nehalipara,771,0,0,662
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309959,Uttar Shankarpur,1088,1,1,661
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309960,Mrizapur,1472,1,0,1449
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309961,Chak Shibananda,919,1,0,649
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309962,Purba Rampur,1223,1,0,642
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309963,Dhanipukur,422,1,0,155
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309964,Bagduar,650,1,0,631
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309965,Chandgaon,517,0,0,344
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309966,Udgaon,914,1,0,363
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309967,Balahar,371,1,0,20
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309968,Mirzzagar,617,1,0,98
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309969,Chapair,1113,1,0,634
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309970,Uttar Krishnapur,189,0,0,80
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309971,Gotgaon,648,0,0,135
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309972,Radhikapur,1057,1,1,546
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309973,Kaluhar,249,0,0,245
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309974,Suknandighi,601,1,0,474
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309975,Maljum,393,1,0,53
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309976,Narayanpur,1023,0,0,334
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309977,Ramganj,480,1,0,466
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309978,Bhabak,802,1,0,228
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309979,Dakshin Gauripur,864,1,0,157
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309980,Harekrishnapur,1320,1,0,534
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309981,Bagcha,1170,1,0,1070
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309982,Chak Dilal,1399,1,0,943
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309983,Jagdala,531,0,0,508
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309984,Khiltor,301,0,0,296
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309985,Faridpur,2070,1,0,1459
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309986,Purba Durgapur,871,1,0,855
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309987,Baikunthapur,1372,1,0,1332
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309988,Paligaon,1834,1,0,58
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309989,Chak Bhabanipur,209,0,0,206
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309990,Bhabanipur,1964,1,0,1769
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309991,Arazi Joydebpur,0,,,0
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309992,Joydebpur,524,0,0,450
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309993,Maheshpur,2181,1,1,1532
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309994,Khurkhuria,255,1,1,65
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309995,Mahatair,210,0,0,37
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309996,Puria,2289,1,1,1770
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309997,Deogaon,3278,1,0,2847
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309998,Madhya Durgapur,1437,1,1,1042
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,309999,Dhankail (P),2603,1,1,2014
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310000,Rasidpur (P),286,1,0,256
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310001,Hariharpur (P),1094,1,0,842
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310002,Ganeshbati,933,0,0,909
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310003,Uttar Gobindapur,535,1,0,501
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310004,Mujia,648,1,0,642
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310005,Mahagaon,565,0,0,559
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310006,Kujia,544,1,0,107
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310007,Pakuria,989,1,0,462
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310008,Purba Shankarpur,293,1,0,71
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310009,Atghara,2232,2,0,2091
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310010,Nasirhat,1791,1,0,1572
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310011,Haldibari,284,0,0,274
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310012,Sintair,1811,1,0,1179
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310013,Mahadebpur (P),524,1,0,329
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310014,Baghan,3204,1,1,1941
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310015,Keotan,1639,1,0,1306
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310016,Sergram (P),3758,2,1,3125
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310017,Bhandar (P),3078,2,0,2742
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310018,Chandbari Mirzapur,926,1,0,374
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310019,Tungail Bilpara,3094,2,0,2492
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310020,Kuanrpur,1243,1,0,893
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310021,Madanpur,219,1,0,141
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310022,Tilgaon,2222,4,0,1125
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310023,Uttar Shibpur,679,1,0,427
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310024,Paschim Durgapur,959,1,0,42
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310025,Madhabpur,2477,2,0,972
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310026,Kashidanga,1119,1,0,125
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310027,Chandgaon,1539,1,0,1044
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310028,Maruadangi,563,1,0,563
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310029,Shibpur,704,1,1,139
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310030,Biswanathpur,877,1,0,35
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310031,Khejurpukur,146,1,0,146
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310032,Bheur,2130,1,0,1779
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310033,Paschim Rampur,366,1,0,366
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310034,Ratan (P),2402,1,0,1948
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310035,Baral,907,1,0,615
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310036,Tarangapur,3956,3,1,1803
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310037,Mustafanagar,3865,4,0,3162
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310038,Natuadangi,1365,2,0,994
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310039,Anaun,1950,2,0,787
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310040,Baidan,1509,1,0,503
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310041,Balaramppur,460,1,0,402
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310042,Bochadanga,1406,1,0,1355
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310043,Dakshin Bhabanipur,735,1,0,734
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310044,Dakshin Krishnapur,1279,1,0,270
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310045,Gogra,639,1,0,587
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310046,Fatepur,3161,1,1,2835
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310047,Chandail,1557,1,0,1498
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310048,Dhamja,1332,3,0,1326
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310049,Khanpur,787,1,0,659
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310050,Delwarpur,5086,2,0,4646
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310051,Chandipur,1167,1,0,1153
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310052,Bimalpara,370,0,0,370
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310053,Kachna,1042,2,0,917
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310054,Mangaldaha,724,1,0,724
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310055,Madhupur,406,1,0,406
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310056,Raghabpur,484,0,0,472
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310057,Atia,1991,1,0,845
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310058,Chauli,209,1,0,161
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310059,Purba Goalgaon,1977,1,0,1935
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310060,Baruna,1721,2,1,1452
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310061,Mehendipara,364,1,0,353
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310062,Dakshin Gobindapur,758,1,0,557
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310063,Tamchari Mathbari,780,1,0,774
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310064,Beurjhari,1259,1,0,1259
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310065,Hamidpur,763,1,0,750
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310066,Khatsa,1697,1,0,1496
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310067,Kuria,737,1,0,732
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310068,Chaipara,790,1,0,765
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310069,Rautgaon,1870,1,0,1513
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310070,Raypur,926,1,0,716
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310071,Bhuinhara,2372,1,0,1271
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310072,Bansihara,381,1,0,377
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310073,Hatpara,1144,1,0,832
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310074,Dharmapara,353,1,0,201
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310075,Kunore,4709,4,1,1868
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310076,Mukundapur,697,0,0,582
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310077,Dhekipara,55,0,0,55
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310078,Jinua,510,1,0,22
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310079,Palaibari,2706,1,0,1361
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310080,Gangua,876,0,0,626
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310081,Bijail,167,0,0,22
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310082,Kaludanga,1367,1,0,0
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310083,Jingaon,1157,1,0,25
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310084,Pahargaon,1128,1,0,956
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310085,Dhekipara Mahesdangi,333,1,0,240
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310086,Phulamani,359,1,0,153
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310087,Banigaon,556,1,0,436
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310088,Phulatti,1818,2,0,1200
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310089,Lahanda,664,1,0,91
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310090,Sahapur,1088,3,0,348
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310091,Paschim Gagara,1025,1,0,0
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310092,Baje Dhabail,367,1,0,8
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310093,Dhabail,890,1,0,0
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310094,Malgaon,6048,2,1,327
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310095,Raghunathpur,3874,2,1,1742
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310096,Raynagar,969,1,0,967
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310097,Shoasi,518,1,0,487
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310098,Randhanipara,1057,1,0,608
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310099,Ghatishal,378,0,0,149
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310100,Palihar,3491,2,0,2117
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310101,Balabanda,893,1,0,884
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310102,Kushgram,1097,2,0,655
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310103,Medinipur,899,1,0,259
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310104,Jhapail,1445,1,0,1176
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310105,Majhiar,1845,1,0,898
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310106,Khail,385,1,0,385
19,West Bengal,330,Uttar Dinajpur,2198,Kaliaganj,310107,Dhanaitor,449,1,0,421
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310108,Gorahar,4823,1,0,311
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310109,Bariol,3497,1,1,103
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310110,Bajitpur,1311,1,0,0
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310111,Damdalia,3191,1,0,51
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310112,Kotar,2450,11,0,789
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310113,Balijol,3323,1,1,478
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310114,Keotal,4655,3,0,657
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310115,Palaibari,3752,3,0,1510
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310116,Abhinagar,1208,1,0,1137
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310117,Belul,1075,1,0,460
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310118,Hasua,3358,1,0,1847
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310119,Behati,1852,1,0,435
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310120,Ujani,795,1,0,582
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310121,Pajol,2963,1,0,0
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310122,Haripur,497,1,1,318
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310123,Indran,1819,1,0,1593
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310124,Shurun,3450,1,0,458
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310125,Rajgram,1114,1,1,388
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310126,Bagun,666,1,0,511
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310127,Chandol,1383,1,0,709
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310128,Rahai,722,0,0,256
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310129,Bhadratha,1157,1,0,0
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310130,Mahashunda,1891,2,1,434
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310131,Durgapur,2191,1,0,633
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310132,Kamalai,2632,1,0,754
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310133,Paharajpur,3980,5,0,2290
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310134,Dharanda,927,2,0,892
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310135,Sadapur,937,1,0,851
19,West Bengal,330,Uttar Dinajpur,2199,Itahar,310136,Kukrakunda,813,1,0,708
