State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Total Population of Village,Number of Govt. primary Schools ,Number of Govt.  Secondary Schools,Total SC/ST population of village
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306145,Singalila Forest,1632,3,1,1046
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306146,Rimbick,6980,11,1,2392
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306147,Namla,2989,5,0,1699
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306148,Lodhama,703,2,1,236
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306149,Hatta,3436,6,0,1475
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306150,Dangia,1768,3,0,946
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306151,Singbhumdera,2192,3,0,811
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306152,Majua,1164,1,0,591
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306153,Kankibong,3765,8,0,1618
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306154,Jhepi,1576,3,0,649
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306155,Lamagaon,2630,3,0,1593
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306156,Relling,3568,4,1,541
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306157,Kaijalia,4150,6,0,1180
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306158,Samalbong,2077,8,0,924
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306159,Kolbong,885,2,0,368
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306160,Murmidong,2181,5,0,857
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306161,Karmi,1012,4,0,297
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306162,Goke,9100,17,1,2771
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306163,Bijanbari,5338,4,1,1974
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306164,Liza Hill Tea Garden,1439,3,0,363
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306165,Barnesbeg Tea Garden,1381,2,1,546
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306166,Singla Tea Garden,3400,4,0,1240
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306167,Rangli Forest,65,1,0,13
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306168,Banockburn Tea Garden,1725,3,0,597
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306169,Phubsering Tea Garden,3208,5,0,420
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306170,Rungneet Tea Garden,1252,1,0,618
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306171,Pattabong Tea Garden,2347,2,0,625
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306172,Patliabas Forest,158,1,0,72
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306173,Tukvar Tea Garden,4791,5,1,1171
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306174,Lebong Tea Garden,2276,3,0,1006
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306175,Soom Tea Garden,3578,5,0,838
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306176,Sum Forest,49,0,0,38
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306177,Happy Valley Tea Garden,1310,1,0,420
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306178,Arya Tea Garden,1236,1,0,320
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306179,Rishihat Tea Garden,1651,2,1,597
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306180,Rishihat Khasmahal,824,1,0,387
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306181,Barbatia Khasmahal,769,1,0,232
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306182,Bloomfield Tea Garden,2901,2,1,670
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306183,Darjiling (P),2270,3,1,534
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306184,Alubari Tea Garden,116,1,0,59
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306185,Lebong & Mineral Spring Tea Garden,6236,11,0,1218
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306186,Pandam Tea Garden,3959,5,0,749
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306187,Alubari Basty,1063,2,0,450
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306192,Kambal Tea Garden,3896,3,0,1223
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306193,Teesta Valley Forest,179,4,0,65
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306194,Lapchu Tea Garden,1809,3,0,480
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306195,Peshok Tea Garden,4200,5,0,1656
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306196,Bara Mungwa,1506,2,0,600
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306197,Chhota Mungwa,807,1,0,410
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306198,Takling Khasmahal,1153,3,1,935
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306199,Soriang Khasmahal,1538,2,0,1286
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306200,Chegra Khasmahal,1010,2,0,923
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306201,Kolbong Khasmahal,602,1,0,368
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306202,Rayak Khasmahal,378,1,0,163
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306203,Lingding Khasmahal,588,2,1,181
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306204,Hum Tukdah Khasmahal,3014,2,1,1235
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306205,Tukdah Forest,1249,2,1,608
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306206,Lapchu Khasmahal,795,3,0,312
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306207,Singringtam,835,2,0,229
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306208,Manedara,1376,4,1,690
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306209,Tukdah,3061,9,1,1702
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306210,Tukdh Tea Garden,3861,3,0,1269
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306211,Dawaipani,1163,3,0,463
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306212,Pubong Khasmahal,1637,2,0,380
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306213,Rangli Rangliot Tea Garden,2616,2,0,952
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306214,Gielie Tea Garden,3410,3,1,982
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306215,Teesta Valley Tea Garden,6064,5,0,2844
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306216,Pumong Tea Garden,6628,8,1,1424
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306217,Reshop Bazar,856,1,0,327
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306218,Labda Khasmahal,1431,2,0,532
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306219,Mangpu Cinchona Plantation,13768,14,1,4619
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306220,Rong Chong Khasmahal,695,1,1,222
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306221,Bhalukhop Forest,592,2,0,131
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306222,Homes St.And Graihms,3899,1,0,1415
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306223,Kaffir Forest,15,0,0,9
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306224,Kaffir Khasmahal,549,3,0,399
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306225,Kanke Bong Khasmahal,1835,3,0,1201
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306226,Icha Khasmahal,4176,7,1,1375
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306227,Pudung Khasmahal,2382,2,0,986
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306228,Sindibong Khasmahal,4606,4,0,1693
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306229,Bhalukhop Khasmahal,5254,5,0,1210
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306230,Kalimpong Dansong Forest,795,2,0,172
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306231,Mangber Forest,30,1,0,4
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306232,Tista Bazar D.I.F.,2953,3,1,944
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306233,Mangwa Forest,711,1,0,151
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306234,Tashiding Forest,59,0,0,17
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306235,Kalimpong Khasmahal,8881,9,0,4211
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306236,Bong Khasmahal,4220,5,1,1536
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306237,Yokprintam Khasmahal,1220,2,0,594
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306238,Slokbhir Khasmahal,874,1,1,510
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306239,Samalbong Khasmahal,2050,4,0,1376
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306240,Lulagaon Khasmahal,979,2,0,344
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306241,Lulagaon Forest,27,1,0,18
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306242,Pemling Forest,187,1,0,95
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306243,Pemling Khasmahal,1726,5,0,1335
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306244,Nimbong Khasmahal,2659,3,0,1092
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306245,Nobgaon Khasmahal,1681,5,0,517
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306246,Paringar Khasmahal,2021,4,0,1097
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306247,Samther Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306248,Samether Khasmahal,2173,4,0,738
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306249,Singi Khasmahal,1565,3,1,735
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306250,Tunang Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306251,Comesi Forest,377,2,0,39
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306252,Ringking Pong Forest,10,0,0,7
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306253,Riyong Forest,185,1,0,34
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306254,Turzam Forest,406,2,0,372
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306255,Rambi Bazar D.I.F.,1000,1,0,234
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306256,Riayang Railway Station,371,0,0,184
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306257,Birik Forest,93,0,0,47
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306258,Mazeok Forest,282,1,0,34
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306259,Suruk Khasmahal,1764,3,0,563
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306260,Lish Catchment Area Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306261,Yang Makum Khasmahal,3350,6,0,1796
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306262,Gulling Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306263,Panbu Forest,20,1,0,13
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306264,Mangpong Forest,1111,1,0,568
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306265,Lish Forest,360,0,0,129
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306266,Chunabhati Bazar D.I.F.,300,2,1,80
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306267,Churanthi Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306268,Uttar Fulbari Khasmahal,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306269,Ramthi Forest,0,,,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306270,Suntalay Khasmahal,209,0,0,71
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306272,Rangpo Forest,1397,2,0,386
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306273,Mangchu Forest,1210,1,0,377
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306274,Mansong Cinchona Plantation,8812,14,1,3933
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306275,Kashone Khasmahal,2449,6,0,1625
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306276,Pedong Bazar D.I.F.,817,0,0,255
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306277,Pedong Khasmahal,4274,10,1,1757
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306278,Kagey Khasmahal,2401,5,1,514
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306279,Maria Khasmahal,437,2,1,165
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306280,Ladam Khasmahal,3016,4,0,506
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306281,Lingsaykha Khasmahal,2278,4,0,1029
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306282,Lingsay Khasmahal,2706,7,1,1553
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306283,Rhenok Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306284,Raset Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306285,Kolbong Forest,48,1,0,40
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306286,Lava Bazar D.I.F.,1836,2,1,955
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306287,Lava Forest,173,1,0,170
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306288,Khampong Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306289,Rissium Forest,143,0,0,1
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306290,Paktam Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306291,Mayrong Forest,366,1,0,239
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306292,Sakiyong Khasmahal,5753,5,0,2235
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306293,Paiengaon Forest,141,0,0,44
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306294,Algarah Bazer D.I.F.,1957,3,1,901
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306295,Icha Forest,165,0,0,96
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306296,Sangser Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306297,Sangser Khasmahal,3516,4,0,1176
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306298,Dalapchan Ridge Reserve Forest,49,0,0,38
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306299,Dalapchan Slip Reserve Forest,42,0,0,31
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306300,Dalapachan Khasmahal,2549,2,1,998
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306301,Paiyong Khasmahal,6423,5,1,1950
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306302,Santuk Khasmahal,3042,5,1,947
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306303,Saihur Forest,0,,,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306304,Chumang Forest,120,0,0,97
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306305,Git Beong Khasmahal,2464,5,0,1028
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306306,Git Dubling Khasmahal,3598,5,1,2071
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306307,Paygang Khasmahal,668,1,1,414
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306308,Bokhim Khasmahal,21,0,0,3
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306309,Palla Khasmahal,1750,3,0,644
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306310,Lolay Khasmahal,2209,2,1,556
19,West Bengal,327,Darjiling ,2158,Gorubathan,306311,Rechila Chak Khasmahal,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306312,Rechila Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306313,Ruka Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306314,Today Tangta Khasmahal,5290,15,1,1412
19,West Bengal,327,Darjiling ,2158,Gorubathan,306315,Paten Godak Khasmahal,5530,5,3,1451
19,West Bengal,327,Darjiling ,2158,Gorubathan,306316,Chichu Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306317,Paren Forest,196,2,0,61
19,West Bengal,327,Darjiling ,2158,Gorubathan,306318,Rango Forest,9131,12,2,2639
19,West Bengal,327,Darjiling ,2158,Gorubathan,306319,Mo Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306320,Thousum Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306321,Eastnar Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306322,Samsing Khasmahal,3711,5,1,635
19,West Bengal,327,Darjiling ,2158,Gorubathan,306323,Kumai Khasmahal,1590,3,0,332
19,West Bengal,327,Darjiling ,2158,Gorubathan,306324,Kumai Tea Garden,3907,3,0,1124
19,West Bengal,327,Darjiling ,2158,Gorubathan,306325,Kumai Forest,1393,2,0,347
19,West Bengal,327,Darjiling ,2158,Gorubathan,306326,Pankasari Forest,709,1,0,477
19,West Bengal,327,Darjiling ,2158,Gorubathan,306327,Westnar Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306328,Pankhasari Khasmahal,3349,6,2,610
19,West Bengal,327,Darjiling ,2158,Gorubathan,306329,Samabiyong Tea Garden,1608,2,0,191
19,West Bengal,327,Darjiling ,2158,Gorubathan,306330,Pashiting Khasmahal,229,1,0,3
19,West Bengal,327,Darjiling ,2158,Gorubathan,306331,Nim Khasmahal,1764,3,0,931
19,West Bengal,327,Darjiling ,2158,Gorubathan,306332,Pagrang Bong Khasmahal,2934,4,0,1446
19,West Bengal,327,Darjiling ,2158,Gorubathan,306333,Noam Forest,166,1,0,29
19,West Bengal,327,Darjiling ,2158,Gorubathan,306334,Lehti Forest,266,1,0,65
19,West Bengal,327,Darjiling ,2158,Gorubathan,306335,Manabari Khasmahal,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306336,Turibari Khasmahal,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306337,Pogu Forest,299,0,0,162
19,West Bengal,327,Darjiling ,2158,Gorubathan,306338,Upper Fagu Tea Garden,3587,3,0,1061
19,West Bengal,327,Darjiling ,2158,Gorubathan,306339,Ambeok Tea Garden,1297,1,1,503
19,West Bengal,327,Darjiling ,2158,Gorubathan,306340,Ambeok Forest,0,,,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306341,Dalingkot Forest,394,1,0,56
19,West Bengal,327,Darjiling ,2158,Gorubathan,306342,Dalingma Khasmahal,821,1,0,146
19,West Bengal,327,Darjiling ,2158,Gorubathan,306343,Gorubathan Khasmahal,5291,2,1,1630
19,West Bengal,327,Darjiling ,2158,Gorubathan,306344,Mal Khasmahal,1322,1,1,200
19,West Bengal,327,Darjiling ,2158,Gorubathan,306345,Mal Forest,1024,1,0,580
19,West Bengal,327,Darjiling ,2158,Gorubathan,306346,Lower Fagu Tea Garden,2070,1,0,1347
19,West Bengal,327,Darjiling ,2158,Gorubathan,306347,Darjiling Hilldoars Tea Garden,1627,1,0,446
19,West Bengal,327,Darjiling ,2158,Gorubathan,306348,Sakam Forest,1158,3,0,458
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306349,Salu Tea Garden,677,1,0,51
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306350,Kacel Tea Garden,855,2,0,188
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306351,Mariabong Tea Garden,2404,3,1,1012
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306352,Lingia Tea Garden,1841,2,0,294
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306353,Tumsong Tea Garden,1700,3,0,549
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306354,Tumsong Khasmahal,586,3,0,46
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306355,Mim Tea Garden,1842,5,0,483
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306356,Parmaguri Khasmahal,1028,2,0,211
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306357,Ghoom Pahar Forest,484,1,0,336
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306358,Pulung Dong Khasmahal,2573,4,0,852
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306359,Pulung Dong Tea Estate,622,1,0,3
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306360,Pubong Tea Garden,2170,3,1,686
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306361,Pussinbong Tea Garden,2879,4,0,758
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306362,Jore Bunglow,2854,1,0,1592
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306363,Jorelhatta (P),0,,,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306364,Senchal Forest,527,2,0,205
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306365,Rangaroong Tea Garden,1423,2,0,567
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306366,Rang Bul,3916,4,1,2095
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306367,Sonada Forest,177,1,2,127
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306368,Hill Cart Road,1355,4,2,577
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306369,Kalej Valley Tea Garden,2640,3,0,949
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306370,Dooteria Forest,368,0,0,124
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306371,Dooteria Tea Garden,5113,6,0,1692
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306372,Okas Tea Garden,1262,1,0,99
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306373,Moonda Kotee Tea Garden,3972,9,1,969
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306374,Ring Tong Tea Garden (Gunawar),820,3,0,272
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306375,Nahori Tea Garden (Balasom),2402,3,0,1179
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306376,Ringtong Tea Garden (Margaret Hope),6025,7,0,3097
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306377,Simana Basti,2841,3,0,1649
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306378,Mim Nagri Range,561,4,0,493
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306379,Achhalal Hatta(Rong Bong Basty),3508,7,2,1354
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306380,Chamu Tea Garden,2352,5,0,744
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306381,Soolbongs Tea Garden,2196,2,0,393
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306382,Seyok Tea Garden,2207,2,0,620
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306383,Gopal Dhara Tea Garden,2084,1,0,564
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306384,Sagmaru Tea Garden (Sungma),2229,2,0,817
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306385,Tarzun Tea Garden,2232,5,0,552
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306386,Pokhribong Khasmahal,3051,8,3,1130
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306387,Samrik Tea Garden (Simripani),1876,2,0,611
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306388,Molatey Tea Garden (Aveneroge),2285,3,0,694
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306389,Dhajea Tea Garden,1394,3,1,65
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306390,Nagri Farm Tea Garden,3655,7,1,989
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306391,Dhajea Khasmahal,1651,5,0,679
19,West Bengal,327,Darjiling ,2160,Mirik,306396,Okaity Tea Garden,3509,3,0,388
19,West Bengal,327,Darjiling ,2160,Mirik,306397,Bukim Tea Garden (Tharbu) (P),4711,5,1,1328
19,West Bengal,327,Darjiling ,2160,Mirik,306398,Phuguri Forest,79,0,0,29
19,West Bengal,327,Darjiling ,2160,Mirik,306399,Paschim Phuguri Tea Garden,2889,4,0,799
19,West Bengal,327,Darjiling ,2160,Mirik,306400,Saurinibasti,3901,10,2,1281
19,West Bengal,327,Darjiling ,2160,Mirik,306401,Mirik Khasmahal (P),4329,9,3,2281
19,West Bengal,327,Darjiling ,2160,Mirik,306402,Marma Tea Garden,3077,3,1,1591
19,West Bengal,327,Darjiling ,2160,Mirik,306403,Manjua Forest,143,1,0,58
19,West Bengal,327,Darjiling ,2160,Mirik,306404,Singbulli Tea Garden,3306,2,0,1206
19,West Bengal,327,Darjiling ,2160,Mirik,306405,Purba Phuguri Tea Garden,1174,1,1,673
19,West Bengal,327,Darjiling ,2160,Mirik,306406,Tingling Tea Garden,1624,2,0,218
19,West Bengal,327,Darjiling ,2160,Mirik,306407,New Fallodi Tea Garden(Ghyabari),4557,5,0,1688
19,West Bengal,327,Darjiling ,2160,Mirik,306408,Patong Tea Garden,2337,4,2,1016
19,West Bengal,327,Darjiling ,2160,Mirik,306409,Panighata Manager's Bunglow,213,1,0,37
19,West Bengal,327,Darjiling ,2160,Mirik,306410,Manjha Fst.(Pan.F.Rly),53,0,0,23
19,West Bengal,327,Darjiling ,2160,Mirik,306411,Lohagar Tea Garden,2081,4,0,1111
19,West Bengal,327,Darjiling ,2160,Mirik,306412,Lohagar Forest,144,0,0,40
19,West Bengal,327,Darjiling ,2160,Mirik,306413,Rangmohan,576,1,0,342
19,West Bengal,327,Darjiling ,2160,Mirik,306414,Bara Chenga,1880,4,0,595
19,West Bengal,327,Darjiling ,2160,Mirik,306415,Panighata,5235,6,1,3004
19,West Bengal,327,Darjiling ,2160,Mirik,306416,Panthabari Forest(P),556,1,0,191
