State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Net area (in Hectares)  Sown ,Total irrigated land area (in Hectares),Land area  (in Hectares) irrigated by canals,"Land area  (in Hectares) irrigated by other sources (e.g., wells, tube wells, tanks, lakes, waterfall, etc.)"
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306145,Singalila Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306146,Rimbick,1261,360,360,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306147,Namla,219.75,219.75,111,108.75
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306148,Lodhama,538.05,240.27,240.27,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306149,Hatta,450.05,200,200,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306150,Dangia,456,300,300,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306151,Singbhumdera,535,250,250,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306152,Majua,197,100,100,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306153,Kankibong,890,701,701,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306154,Jhepi,445,245,126,119
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306155,Lamagaon,616,301,51,250
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306156,Relling,825,700,700,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306157,Kaijalia,377,210,210,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306158,Samalbong,733,495,495,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306159,Kolbong,269,150,150,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306160,Murmidong,405,300,300,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306161,Karmi,760,400,400,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306162,Goke,1685,890,890,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306163,Bijanbari,474,350,350,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306164,Liza Hill Tea Garden,165,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306165,Barnesbeg Tea Garden,267.51,152.99,152.99,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306166,Singla Tea Garden,228.67,182,182,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306167,Rangli Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306168,Banockburn Tea Garden,375,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306169,Phubsering Tea Garden,389,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306170,Rungneet Tea Garden,111,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306171,Pattabong Tea Garden,0,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306172,Patliabas Forest,166,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306173,Tukvar Tea Garden,525,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306174,Lebong Tea Garden,0,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306175,Soom Tea Garden,505,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306176,Sum Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306177,Happy Valley Tea Garden,148.2,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306178,Arya Tea Garden,213,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306179,Rishihat Tea Garden,191,105,0,105
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306180,Rishihat Khasmahal,198,56.16,49.92,6.24
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306181,Barbatia Khasmahal,25,5,5,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306182,Bloomfield Tea Garden,256,189.49,0,189.49
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306183,Darjiling (P),915,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306184,Alubari Tea Garden,28.5,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306185,Lebong & Mineral Spring Tea Garden,774,390,390,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306186,Pandam Tea Garden,395,0,0,0
19,West Bengal,327,Darjiling ,2154,Darjeeling Pulbazar,306187,Alubari Basty,12.05,6.05,6.05,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306192,Kambal Tea Garden,216,130.96,50.96,80
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306193,Teesta Valley Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306194,Lapchu Tea Garden,23.93,23.93,23.93,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306195,Peshok Tea Garden,541.09,41.09,38.09,3
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306196,Bara Mungwa,168.13,65,65,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306197,Chhota Mungwa,102.6,32.57,11.97,20.6
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306198,Takling Khasmahal,157.95,55.83,3.74,52.09
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306199,Soriang Khasmahal,154.91,68.85,5.74,63.11
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306200,Chegra Khasmahal,275.64,70.64,2.91,67.73
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306201,Kolbong Khasmahal,109,4,4,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306202,Rayak Khasmahal,21.35,3.68,0,3.68
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306203,Lingding Khasmahal,144.79,104.79,5.79,99
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306204,Hum Tukdah Khasmahal,129.86,10,0,10
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306205,Tukdah Forest,329.4,15,0,15
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306206,Lapchu Khasmahal,54,0,0,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306207,Singringtam,78.7,44,0,44
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306208,Manedara,272.98,141,0,141
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306209,Tukdah,206,22,0,22
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306210,Tukdh Tea Garden,446.32,446.32,0,446.32
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306211,Dawaipani,115.83,85,0,85
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306212,Pubong Khasmahal,221,105,0,105
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306213,Rangli Rangliot Tea Garden,276,20,0,20
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306214,Gielie Tea Garden,279.28,41,0,41
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306215,Teesta Valley Tea Garden,466.16,115,0,115
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306216,Pumong Tea Garden,783,78.9,0,78.9
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306217,Reshop Bazar,0,0,0,0
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306218,Labda Khasmahal,219,30,0,30
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306219,Mangpu Cinchona Plantation,3767.62,201.64,0,201.64
19,West Bengal,327,Darjiling ,2155,Rangli Rangliot,306220,Rong Chong Khasmahal,36.76,2.05,0,2.05
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306221,Bhalukhop Forest,130.07,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306222,Homes St.And Graihms,158.25,158.25,0,158.25
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306223,Kaffir Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306224,Kaffir Khasmahal,157.21,100,100,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306225,Kanke Bong Khasmahal,391,185,185,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306226,Icha Khasmahal,512.47,110,0,110
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306227,Pudung Khasmahal,378,196,196,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306228,Sindibong Khasmahal,637.5,553.96,50,503.96
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306229,Bhalukhop Khasmahal,646.3,12.21,12.21,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306230,Kalimpong Dansong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306231,Mangber Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306232,Tista Bazar D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306233,Mangwa Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306234,Tashiding Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306235,Kalimpong Khasmahal,631.54,212.23,212.23,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306236,Bong Khasmahal,185.78,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306237,Yokprintam Khasmahal,120,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306238,Slokbhir Khasmahal,116.5,10,0,10
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306239,Samalbong Khasmahal,277.74,125,125,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306240,Lulagaon Khasmahal,292.74,100,100,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306241,Lulagaon Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306242,Pemling Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306243,Pemling Khasmahal,409.96,108,105.8,2.2
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306244,Nimbong Khasmahal,1567.37,219.33,219.33,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306245,Nobgaon Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306246,Paringar Khasmahal,636.15,138.38,0,138.38
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306247,Samther Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306248,Samether Khasmahal,771.1,390,100,290
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306249,Singi Khasmahal,513.84,240,240,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306250,Tunang Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306251,Comesi Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306252,Ringking Pong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306253,Riyong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306254,Turzam Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306255,Rambi Bazar D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306256,Riayang Railway Station,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306257,Birik Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306258,Mazeok Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306259,Suruk Khasmahal,868.03,258.51,100,158.51
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306260,Lish Catchment Area Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306261,Yang Makum Khasmahal,1936,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306262,Gulling Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306263,Panbu Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306264,Mangpong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306265,Lish Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306266,Chunabhati Bazar D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306267,Churanthi Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306268,Uttar Fulbari Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306269,Ramthi Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2156,Kalimpong -I,306270,Suntalay Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306272,Rangpo Forest,48.28,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306273,Mangchu Forest,142.41,49.37,0,49.37
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306274,Mansong Cinchona Plantation,507.38,17.38,0,17.38
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306275,Kashone Khasmahal,287.33,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306276,Pedong Bazar D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306277,Pedong Khasmahal,78.08,63.89,63.89,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306278,Kagey Khasmahal,261.2,130.6,130.6,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306279,Maria Khasmahal,119.45,51.07,51.07,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306280,Ladam Khasmahal,464.62,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306281,Lingsaykha Khasmahal,220.5,80.3,20.3,60
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306282,Lingsay Khasmahal,348.15,130,30,100
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306283,Rhenok Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306284,Raset Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306285,Kolbong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306286,Lava Bazar D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306287,Lava Forest,5.8,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306288,Khampong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306289,Rissium Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306290,Paktam Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306291,Mayrong Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306292,Sakiyong Khasmahal,297.05,188.8,0,188.8
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306293,Paiengaon Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306294,Algarah Bazer D.I.F.,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306295,Icha Forest,72.99,45.75,0,45.75
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306296,Sangser Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306297,Sangser Khasmahal,384.24,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306298,Dalapchan Ridge Reserve Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306299,Dalapchan Slip Reserve Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306300,Dalapachan Khasmahal,334.05,145.58,0,145.58
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306301,Paiyong Khasmahal,852.12,103,40,63
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306302,Santuk Khasmahal,526.21,226,60.43,165.57
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306303,Saihur Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306304,Chumang Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306305,Git Beong Khasmahal,1031.02,212.4,0,212.4
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306306,Git Dubling Khasmahal,257.77,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306307,Paygang Khasmahal,71.46,46.38,0,46.38
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306308,Bokhim Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306309,Palla Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2157,Kalimpong - II,306310,Lolay Khasmahal,524,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306311,Rechila Chak Khasmahal,76.89,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306312,Rechila Forest,323.34,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306313,Ruka Forest,275.2,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306314,Today Tangta Khasmahal,1294.38,242.18,242.18,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306315,Paten Godak Khasmahal,1092.65,283.28,283.28,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306316,Chichu Forest,214.08,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306317,Paren Forest,60.7,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306318,Rango Forest,1618.73,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306319,Mo Forest,50.6,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306320,Thousum Forest,141.64,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306321,Eastnar Forest,356.93,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306322,Samsing Khasmahal,323.75,40.47,40.47,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306323,Kumai Khasmahal,526.09,80.94,80.94,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306324,Kumai Tea Garden,550.37,85,5,80
19,West Bengal,327,Darjiling ,2158,Gorubathan,306325,Kumai Forest,429.37,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306326,Pankasari Forest,181.7,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306327,Westnar Forest,237.55,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306328,Pankhasari Khasmahal,1416.4,40.47,40.47,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306329,Samabiyong Tea Garden,364.22,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306330,Pashiting Khasmahal,160.66,59.49,59.49,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306331,Nim Khasmahal,689.18,263.05,263.05,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306332,Pagrang Bong Khasmahal,1554.01,785.1,0,785.1
19,West Bengal,327,Darjiling ,2158,Gorubathan,306333,Noam Forest,202.33,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306334,Lehti Forest,242.8,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306335,Manabari Khasmahal,0.8,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306336,Turibari Khasmahal,0,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306337,Pogu Forest,293.4,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306338,Upper Fagu Tea Garden,420.87,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306339,Ambeok Tea Garden,199.51,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306340,Ambeok Forest,213.23,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306341,Dalingkot Forest,424.92,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306342,Dalingma Khasmahal,63.31,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306343,Gorubathan Khasmahal,221.36,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306344,Mal Khasmahal,36.28,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306345,Mal Forest,323.34,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306346,Lower Fagu Tea Garden,199.11,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306347,Darjiling Hilldoars Tea Garden,212.05,0,0,0
19,West Bengal,327,Darjiling ,2158,Gorubathan,306348,Sakam Forest,321.75,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306349,Salu Tea Garden,100,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306350,Kacel Tea Garden,139.72,28.33,28.33,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306351,Mariabong Tea Garden,47.29,22.26,22.26,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306352,Lingia Tea Garden,138.94,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306353,Tumsong Tea Garden,152.67,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306354,Tumsong Khasmahal,50,30,30,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306355,Mim Tea Garden,247.67,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306356,Parmaguri Khasmahal,270,145,145,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306357,Ghoom Pahar Forest,465.39,101.17,101.17,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306358,Pulung Dong Khasmahal,401,250.5,250.5,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306359,Pulung Dong Tea Estate,90,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306360,Pubong Tea Garden,177.36,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306361,Pussinbong Tea Garden,450.42,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306362,Jore Bunglow,80.94,28.33,28.33,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306363,Jorelhatta (P),0,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306364,Senchal Forest,219.34,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306365,Rangaroong Tea Garden,95.1,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306366,Rang Bul,350.25,75,75,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306367,Sonada Forest,39,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306368,Hill Cart Road,18.47,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306369,Kalej Valley Tea Garden,447.5,91.15,91.15,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306370,Dooteria Forest,120.09,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306371,Dooteria Tea Garden,812.61,90.65,90.65,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306372,Okas Tea Garden,149.82,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306373,Moonda Kotee Tea Garden,500,190,190,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306374,Ring Tong Tea Garden (Gunawar),564.99,179.99,100,79.99
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306375,Nahori Tea Garden (Balasom),421.92,100,0,100
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306376,Ringtong Tea Garden (Margaret Hope),435,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306377,Simana Basti,2.3,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306378,Mim Nagri Range,362.6,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306379,Achhalal Hatta(Rong Bong Basty),537.22,250.81,250.81,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306380,Chamu Tea Garden,324.16,40.47,40.47,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306381,Soolbongs Tea Garden,181.3,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306382,Seyok Tea Garden,412.11,198.16,198.16,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306383,Gopal Dhara Tea Garden,336.89,333.39,81.75,251.64
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306384,Sagmaru Tea Garden (Sungma),204.77,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306385,Tarzun Tea Garden,195.87,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306386,Pokhribong Khasmahal,189.93,135.41,135.41,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306387,Samrik Tea Garden (Simripani),382.04,0,0,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306388,Molatey Tea Garden (Aveneroge),258.21,100.78,100.78,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306389,Dhajea Tea Garden,272.37,110.47,110.47,0
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306390,Nagri Farm Tea Garden,401.82,116.16,80.11,36.05
19,West Bengal,327,Darjiling ,2159,Jorebunglow Sukiapokhri,306391,Dhajea Khasmahal,113.72,50.99,50.99,0
19,West Bengal,327,Darjiling ,2160,Mirik,306396,Okaity Tea Garden,380.79,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306397,Bukim Tea Garden (Tharbu) (P),802.86,200.64,200.64,0
19,West Bengal,327,Darjiling ,2160,Mirik,306398,Phuguri Forest,0,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306399,Paschim Phuguri Tea Garden,519.7,100,100,0
19,West Bengal,327,Darjiling ,2160,Mirik,306400,Saurinibasti,340.42,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306401,Mirik Khasmahal (P),700,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306402,Marma Tea Garden,435.2,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306403,Manjua Forest,225.29,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306404,Singbulli Tea Garden,361.79,109.56,78.56,31
19,West Bengal,327,Darjiling ,2160,Mirik,306405,Purba Phuguri Tea Garden,73,0,0,0
19,West Bengal,327,Darjiling ,2160,Mirik,306406,Tingling Tea Garden,561.53,461,461,0
19,West Bengal,327,Darjiling ,2160,Mirik,306407,New Fallodi Tea Garden(Ghyabari),447,0,0,0
