State Code,State Name,District Code,District Name,Sub District Code,Sub District Name,Village Code,Village Name,Net area (in Hectares)  Sown ,Total irrigated land area (in Hectares),Land area  (in Hectares) irrigated by canals,"Land area  (in Hectares) irrigated by other sources (e.g., wells, tube wells, tanks, lakes, waterfall, etc.)"
19,West Bengal,341,Haora ,2410,Shyampur - I,333145,Gurepol,383.9,320.3,320.3,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333146,Kurchi Beria,103,103,101,2
19,West Bengal,341,Haora ,2410,Shyampur - I,333147,Sibganja,163.34,161,156,5
19,West Bengal,341,Haora ,2410,Shyampur - I,333148,Bhagawanpur,170.85,170.85,0,170.85
19,West Bengal,341,Haora ,2410,Shyampur - I,333149,Rameshwarpur,95.89,94.78,94.78,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333150,Bhabanipur,160,80,0,80
19,West Bengal,341,Haora ,2410,Shyampur - I,333151,Gajankol,255.5,238.42,238.42,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333152,Balichaturi,74,51.8,50.32,1.48
19,West Bengal,341,Haora ,2410,Shyampur - I,333153,Maheshwarpur,67.83,66.01,66.01,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333154,Chandpur,124.53,123.25,123.25,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333155,Puturia,109.84,103.92,103.92,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333156,Dafarpur,45.58,45.58,0,45.58
19,West Bengal,341,Haora ,2410,Shyampur - I,333157,Srirampur,171.71,165.2,165.2,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333158,Silampur,94,94,94,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333159,Gopalpur,38.14,38.14,38.14,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333160,Dhandali,276,144,130.74,13.26
19,West Bengal,341,Haora ,2410,Shyampur - I,333161,Madaribar,69.84,38,0,38
19,West Bengal,341,Haora ,2410,Shyampur - I,333162,Syadpur,86.41,85.48,85.48,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333163,Gutinaguri,75.08,73.85,73.85,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333164,Purbba Gazipur,63.59,63.4,63.4,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333165,Ichhapur,110.03,109.94,109.94,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333166,Baganda,79.35,78.59,78.59,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333167,Kumar Khali,92.21,91.33,91.33,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333168,Chhota Joynagar,20.88,0,0,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333169,Purali Para,44.41,43.62,43.62,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333170,Belari,220.98,180.98,0,180.98
19,West Bengal,341,Haora ,2410,Shyampur - I,333171,Purbba Basudebpur,56.6,41.95,41.95,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333172,Chandipur,87.91,87.91,87.91,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333173,Joy Krishnapur,61.21,42.85,0,42.85
19,West Bengal,341,Haora ,2410,Shyampur - I,333174,Kasipur,105.2,105,105,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333175,Nabagram,79.45,77.73,77.73,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333176,Gabardaha,90.29,89.3,89.3,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333177,Ghoshpur Kalia,102.75,100.85,100.85,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333178,Bar Kalia,76.81,76.55,76.55,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333179,Ramchandrapur,219.18,216.71,216.71,0
19,West Bengal,341,Haora ,2410,Shyampur - I,333180,Gohal Beria,149.81,149.81,0,149.81
19,West Bengal,341,Haora ,2410,Shyampur - I,333181,Alipur,463.42,165,0,165
19,West Bengal,341,Haora ,2411,Shyampur - II,333186,Gopinathpur,65.98,32,27.92,4.08
19,West Bengal,341,Haora ,2411,Shyampur - II,333187,Pakuria,97.21,43,34.9,8.1
19,West Bengal,341,Haora ,2411,Shyampur - II,333188,Katagachhi,151.96,40,29.85,10.15
19,West Bengal,341,Haora ,2411,Shyampur - II,333189,Mosha,88.73,27.9,19.81,8.09
19,West Bengal,341,Haora ,2411,Shyampur - II,333190,Pratappur,69.98,19,16.19,2.81
19,West Bengal,341,Haora ,2411,Shyampur - II,333191,Damodarpur,65.8,17,12.95,4.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333192,Tajnagar,62.54,18.45,15.95,2.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333193,Rengara,40.78,10.5,6,4.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333194,Nakol,135.83,36,31.8,4.2
19,West Bengal,341,Haora ,2411,Shyampur - II,333195,Chaulia,39.97,20,14.8,5.2
19,West Bengal,341,Haora ,2411,Shyampur - II,333196,Baikunthapur,203.39,51,46.9,4.1
19,West Bengal,341,Haora ,2411,Shyampur - II,333197,Osmanpur,91.58,52,46.85,5.15
19,West Bengal,341,Haora ,2411,Shyampur - II,333198,Deora,45.14,24,18.85,5.15
19,West Bengal,341,Haora ,2411,Shyampur - II,333199,Samaspur,61.25,25,20.8,4.2
19,West Bengal,341,Haora ,2411,Shyampur - II,333200,Gaurangapur,35.37,25,21,4
19,West Bengal,341,Haora ,2411,Shyampur - II,333201,Mukundapur,71.25,25,25,0
19,West Bengal,341,Haora ,2411,Shyampur - II,333202,Kanthaldaha,139.01,57,55.25,1.75
19,West Bengal,341,Haora ,2411,Shyampur - II,333203,Kultikari,163.42,75,61.63,13.37
19,West Bengal,341,Haora ,2411,Shyampur - II,333204,Chanpabar,162.97,53,41.8,11.2
19,West Bengal,341,Haora ,2411,Shyampur - II,333205,Kulanandapur,68.55,18,14.85,3.15
19,West Bengal,341,Haora ,2411,Shyampur - II,333206,Bhatughar,30.76,11.5,7.25,4.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333207,Naoda,139.82,31.5,22.2,9.3
19,West Bengal,341,Haora ,2411,Shyampur - II,333208,Sitapur,104.03,22,17.95,4.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333209,Ghugubeshe,169.1,40,35.37,4.63
19,West Bengal,341,Haora ,2411,Shyampur - II,333210,Rajibpur,72.81,30,21.91,8.09
19,West Bengal,341,Haora ,2411,Shyampur - II,333211,Uttardurgapur,159.81,50,43.5,6.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333212,Basantapur,40.78,18,13.95,4.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333213,Paikbar,29.85,15,10.5,4.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333214,Manirampur,32.42,12,9.95,2.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333215,Chathari,31.64,15,10.95,4.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333216,Ratanpur,65.37,23,16.9,6.1
19,West Bengal,341,Haora ,2411,Shyampur - II,333217,Ghanashyampur,147.85,25,20.64,4.36
19,West Bengal,341,Haora ,2411,Shyampur - II,333218,Amardaha,93.83,22.56,17.5,5.06
19,West Bengal,341,Haora ,2411,Shyampur - II,333219,Gohalberia,118.5,38,25.75,12.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333220,Jonka,82.86,60.26,43.9,16.36
19,West Bengal,341,Haora ,2411,Shyampur - II,333221,Charabasulya,32.28,26,22.75,3.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333222,Rana,54.54,24,19.85,4.15
19,West Bengal,341,Haora ,2411,Shyampur - II,333223,Krishnanagar,31.7,21,18.6,2.4
19,West Bengal,341,Haora ,2411,Shyampur - II,333224,Palgaria,33.45,16,13.6,2.4
19,West Bengal,341,Haora ,2411,Shyampur - II,333225,Bachhari,87.99,25,20.35,4.65
19,West Bengal,341,Haora ,2411,Shyampur - II,333226,Danpatia,73.55,20.32,12.2,8.12
19,West Bengal,341,Haora ,2411,Shyampur - II,333227,Chilara,30.65,20,17.95,2.05
19,West Bengal,341,Haora ,2411,Shyampur - II,333228,Sajinagachhi,31.11,18,13,5
19,West Bengal,341,Haora ,2411,Shyampur - II,333229,Ganeshpur,59.8,20,17.55,2.45
19,West Bengal,341,Haora ,2411,Shyampur - II,333230,Pashchim Gazipur,139.83,24.67,4.44,20.23
19,West Bengal,341,Haora ,2411,Shyampur - II,333231,Garchumbak,107.01,39,20.15,18.85
19,West Bengal,341,Haora ,2411,Shyampur - II,333232,Bargarchumbak,282.88,38.49,21.49,17
19,West Bengal,341,Haora ,2411,Shyampur - II,333233,Bargram,207.81,41,8.63,32.37
19,West Bengal,341,Haora ,2411,Shyampur - II,333234,Joarkul,97.5,18.25,12.06,6.19
19,West Bengal,341,Haora ,2411,Shyampur - II,333235,Chhotaradhanagar,71.25,31,10.9,20.1
19,West Bengal,341,Haora ,2411,Shyampur - II,333236,Narrottampur,12,12,6.5,5.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333237,Ankul,122.82,99,88.88,10.12
19,West Bengal,341,Haora ,2411,Shyampur - II,333238,Maula,48.44,34.66,14.43,20.23
19,West Bengal,341,Haora ,2411,Shyampur - II,333239,Satghara,55.44,8,5.17,2.83
19,West Bengal,341,Haora ,2411,Shyampur - II,333240,Kharubere,25.9,10,7,3
19,West Bengal,341,Haora ,2411,Shyampur - II,333241,Radhanagar,183.62,108.5,40.38,68.12
19,West Bengal,341,Haora ,2411,Shyampur - II,333242,Tripurapur,76.92,35,24.88,10.12
19,West Bengal,341,Haora ,2411,Shyampur - II,333243,Khajri,27.12,24,11.86,12.14
19,West Bengal,341,Haora ,2411,Shyampur - II,333244,Sadashibpur,67.32,60,43.93,16.07
19,West Bengal,341,Haora ,2411,Shyampur - II,333245,Uddhabpur,174.82,60,43.93,16.07
19,West Bengal,341,Haora ,2411,Shyampur - II,333246,Pashchim Basudebpur,40.86,32,29.5,2.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333247,Ramnagar,86.81,62,54.75,7.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333248,Anantapur,234.8,5.5,0,5.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333249,Jhumjhumi,143.68,65,51.5,13.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333250,Narikeldaha,98.75,31,27.75,3.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333251,Ajodhya,228.27,140,126.5,13.5
19,West Bengal,341,Haora ,2411,Shyampur - II,333252,Chalitapara,95.21,70.5,63.2,7.3
19,West Bengal,341,Haora ,2411,Shyampur - II,333253,Sultanpur,180,65,47,18
19,West Bengal,341,Haora ,2411,Shyampur - II,333254,Baichi,42.08,26,23.7,2.3
19,West Bengal,341,Haora ,2411,Shyampur - II,333255,Narayanpur,186.91,50,34.96,15.04
19,West Bengal,341,Haora ,2411,Shyampur - II,333256,Gobindapur,208.57,81.5,61.3,20.2
19,West Bengal,341,Haora ,2411,Shyampur - II,333257,Jaynagar,193.47,75,56.75,18.25
19,West Bengal,341,Haora ,2411,Shyampur - II,333258,Marshal,75.68,41,33.75,7.25
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333262,Sibhugli,54.84,54.84,53.84,1
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333263,Chak Chhata,29.2,29.2,0,29.2
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333264,Jagannathpur,28,28,8,20
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333265,Saupukuria-Sanpukuria,89.9,89.9,40,49.9
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333266,Chandigarh,60,60,28,32
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333267,Khanberia,213.15,210.8,190.8,20
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333268,Krishnarampur,29,21,15,6
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333269,Sonamukhi,6,6,6,0
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333270,Naoabad,19.3,18.3,12.5,5.8
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333271,Sankharipota,26,26,20,6
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333272,Dari Bagpota,18.35,18.35,4,14.35
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333273,Sonamukhi Krishnanagar,23.3,23.3,7.3,16
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333274,Bagpota,16.6,13.6,11.6,2
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333275,Kalagachhia,40,40,0,40
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333276,Rasapunja,76.4,76.4,50,26.4
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333277,Banagram,0,0,0,0
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333278,Chak Rajumolla,1.97,1.97,0.97,1
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333279,Naoabad,19.5,19.5,13,6.5
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333280,Sarsuna,7.89,7.89,0,7.89
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333281,Shibrampur,1.97,1.97,0,1.97
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333282,Paschim Barisha,19.5,19.5,0,19.5
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333283,Purba Barisha,0,0,0,0
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333284,Chak Thakurani,0,0,0,0
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333285,Haridevpur,2,0,0,0
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333286,Ramkantapur,12.24,12.24,0,12.24
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333287,Krishnanagar,16,16,0,16
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333288,Jiadargot,33.76,32.56,0,32.56
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333289,Chak Ramnagar,11,11,6,5
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333290,Gopalnagar,26.39,24.1,0,24.1
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333291,Sajnaberia,50.4,50.4,0,50.4
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333292,Ramjibanpur,32.2,32.2,0,32.2
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333293,Magurkhali,15.78,15.78,0,15.78
19,West Bengal,343,South Twenty Four Parganas,2412,Thakurpukur Mahestola,333294,Paschim Putiary,0,0,0,0
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333304,Chak Nabasan,35,17,15,2
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333305,Nandarampur,53,33,29,4
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333306,Chingripota,72,39,36,3
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333307,Atmarampur,22,14,12,2
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333308,Sontoshpur,127.5,100,40,60
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333309,Betuabati Rajarampur,38,16,14,2
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333310,Kisorpur,36,30,30,0
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333311,Betuabati,48,30,27,3
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333312,Parbati,35,33,31,2
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333313,Jamalpur,115,55,50,5
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333314,Durgapur,53,15,12,3
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333315,Moukhali,29,14,7,7
19,West Bengal,343,South Twenty Four Parganas,2413,Budge Budge - I,333316,Jagatballavpur,64,24,20,4
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333324,Malangdar,54.98,47.7,42.2,5.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333325,Ghanasyambati,99.2,44.8,36.8,8
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333326,Banaraypur,182.29,52,50,2
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333327,Chandipur,276.65,120,81,39
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333328,Aima,59.9,17.7,10.5,7.2
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333329,Chak Bansbaria,45,30,12,18
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333330,Satgachhia,60,50,40,10
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333331,Bhetkakhali,25.8,5.5,0,5.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333332,Maheswarpur,11.5,5.5,3.5,2
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333333,Kalinagar,193.64,62,55,7
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333334,Chak Etbari,91.94,69.2,60,9.2
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333335,Chak Manik,103.74,9,7,2
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333336,Chak Paran,69.56,37,37,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333337,Muchisha,197.97,9.5,5,4.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333338,Bahirchara,29.58,15,14,1
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333339,Saheb Banbagicha,58.4,11,0,11
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333340,Chak Daulat,83.2,10,4,6
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333341,Nadakhali,30.18,9,4,5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333342,Sonarpur,35,24,20,4
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333343,Charadongaria,42,12,11,1
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333344,Haori,78,38,31,7
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333345,Dhanchebaria,90,40,39,1
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333346,Dongaria,198,137,70,67
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333347,Godakhali,61,27,27,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333348,Baratala,128.1,52,42,10
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333349,Bahirkunji,59.68,23,23,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333350,Telari,169.26,53,42.5,10.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333351,Naldari,31.43,18.7,15.7,3
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333352,Burul,219.47,54,42,12
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333353,Keshabpur,27.58,14.7,11,3.7
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333354,Chandua,37.62,18.7,14.2,4.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333355,Gaja,97,48,37,11
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333356,Paita,72.9,34,28,6
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333357,Banagram,35.1,21,17.3,3.7
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333358,Dosatina,68.76,27,21,6
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333359,Bagpota,38.94,23,18,5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333360,Kuchigadi,40.59,28,23,5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333361,Rania Gobindapur,43.64,37,33.5,3.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333362,Pakua Kultikri,44.29,27.7,25.2,2.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333363,Sehai,93.92,50,0,50
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333364,Bidira,28.26,24,17.5,6.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333365,Deuli,32,32,32,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333366,Kamra,55,55,50,5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333367,Brindabanpur,60,60,55,5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333368,Sahebanumedpur,105,105,102,3
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333369,Mahamayapur,62.31,4.5,0,4.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333370,Chak Himmatkhan,63.11,11.7,8.08,3.62
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333371,Majherhat,92.25,40,30.4,9.6
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333372,Aripara,49.96,14.7,5.05,9.65
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333373,Chaulkhola,105.3,28.8,10.55,18.25
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333374,Laskarpur,42.16,30.7,22.45,8.25
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333375,Itali,65,65,65,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333376,Satsa,35.22,20.8,17.18,3.62
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333377,Dakshin Ramchandrapur,43,43,43,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333378,Dakshin Santoshpur,52,52,52,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333379,Talmaria,54,54,54,0
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333380,Neiya,100.3,67.8,53.3,14.5
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333381,Sonaria,74.52,58.7,47.7,11
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333382,Barea,54.4,20.5,5.25,15.25
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333383,Mohanpur,105.89,14.9,0,14.9
19,West Bengal,343,South Twenty Four Parganas,2414,Budge Budge - II,333384,Shubhi,82.26,36.7,24.45,12.25
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333390,Sarmaster Chak,25.49,17.84,12.84,5
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333391,Dakshin Kazirhat,75,75,40,35
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333392,Uttar Kazirhat,143.78,143.78,100,43.78
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333393,Parbatipur,70,70,60,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333394,Khariberia,119,119,70,49
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333395,Goth Beria,23,23,0,23
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333396,Saphkhali,177.41,82.24,62.24,20
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333397,Chakbagi,39.71,22,7,15
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333398,Ganeskuribaria,52.27,37.27,26.77,10.5
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333399,Bagi,364,200,150,50
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333400,Rajarampur,36.42,30.2,24.2,6
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333401,Rammakhaler Chak,96.37,81.12,71.12,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333402,Kulerdari,87.63,70.1,55.1,15
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333403,Bakeswar,201,201,161,40
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333404,Cheyari,37,37,27,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333405,Magurkhali,50,50,40,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333406,Chak Balaibag,163,163,148,15
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333407,Jhanjhra,68,68,58,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333408,Debipur,25.51,20.51,16.51,4
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333409,Krishnarampur,145.1,94.2,66,28.2
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333410,Raghudebpur,68.6,54.88,49.63,5.25
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333411,Karimpur,63.1,48,40,8
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333412,Karimpur Kismat,59.57,47.37,37.37,10
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333413,Amgachhi,356,222,190,32
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333414,Majerdari,50,23,11,12
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333415,Uttar Gauripur,70.25,28.25,7,21.25
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333416,Abjakhali,37.42,18.42,14,4.42
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333417,Gandhabaduli,178,48,22,26
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333418,Chakdhir,26,26,0,26
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333419,Alipore,109.42,9.42,0,9.42
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333420,Bardeuli,41.21,6.08,0,6.08
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333421,Deuli,124.04,89,0,89
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333422,Balarampur,36.96,8.32,0,8.32
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333423,Dakshin Gouripur,278.65,40,20.86,19.14
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333424,Doultabad,105.03,16.28,0,16.28
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333425,Khiristala,66.3,9.3,0,9.3
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333426,Kaikhali,75.2,18,15,3
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333427,Chak Rosanmamud,88.8,75.5,72,3.5
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333428,Chhota Ramnagar,41,36,20,16
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333429,Kasthamahal,303,145,125,20
19,West Bengal,343,South Twenty Four Parganas,2415,Bishnupur - I,333430,Khalashitala,44.76,44.8,40.8,4
